w_id	word	Chechen	ZH..АЗ.Azerbaijani	ZI..KU..Kumyk	ZJ..KT..Kumyk_Kajtag_Tumenler	A..АВЧД.Avar..Chadakolob.	B..АНД.Andi		C..АХВ.Akhvakh	D..ЧАМ.Chamalal	E..ЧАМГ.Chamalal..Gigatli.	F..ТИНД.Tindi	G..ИНХ.Inkhokwari	H..ЦЕЗ.Tsez	I..ГИН.Hinuq	J..БЕЖТ.Bezhta..Tladal.	K..БЕЖХ.Bezhta..Khoshar.Khota.	L..ГУНЗ.Hunzib	M..ЛАК.Lak	N..ДАРЧ.Chirag.Dargwa	O..АРЧ.Archi	P..ТАБД.Tabasaran..Dyubek.	Q..ТАБК.Tabasaran..Kondik.	R..АГБЩ.Agul..Burshag.	S..АГРИ.Agul..Richa.	T..АГБХ.Agul..Burkikhan.	U..АГФИ.Agul..Fite.	V..АГТП.Agul..Tpig.	W..ЛЕЗХ.Lezgian..Khlyut.	X..РУТЛ.Rutul..Luchek.	ZA..ЦАХ.Tsakhur..Mikik.	ZB..ЦАХГ.Tsakhur..Helmets.	ZC..ЦАХЦ.Tsakhur..Tsakhur.	ZD..КРЫЗ.Kryz	ZE..БУД.Budugh	ZF..ХИН.Khinalug	ZG..УД.Udi
205	ЦВЕТОК	зезаг	ҝүл	чечек	чечек	t'eh	ǯinǯi/H		c̄ic̄i/H	ǯiǯĩ/R	ǯiǯín/HR	gyigyin	c'ic'i/HL	gagali	gagali	č'üHi/H	diʔi	hak'	t'ut'i	wáwa	t'eI	kukú/F	kṷ̈kǘ	NA	NA	NA	tuk	NA	cük	bɨč'	t'et'y/L	t'ät'y	t'et'y	čičěk	gɨl	ba:ž	c̃ic̃ik̃
206	ЧЕРЕМША	хьонка	ајы соғаны	гьанку, кёсюк	гьанку	šob	hamku/HF		šole/L	sol/L	Hankú/H	sola, Hank˳a	zũ/R	zu	Ranzil	sobo/M	Ranzil	so	san	s̄ap'-s̄ap'	s̄ap	quIt̄ulín šérže/H	s̊ur, qIut̄lín šarš	s̄ür	NA	NA	sür	NA	sur	surkéš	suwi:/L, dindaq˳ˈI/H	sɨwij	sɨwij, dindaq˳ˈI || dindanq˳ˈI	pulʔar, ämzu, därʕäsäng	sərg	k'azá	Ranʒil
207	ТМИН	циц	зирә	тавмичари	мучери	mučéru	miG˳or/H		mučali/HL	mučar/L	mučár/L	mučar	mučar/HL	mučari	aldamas ak'	müčäri/MML	müčäri	mučer	jaš˳	ạ́še	mušú	NA	has̊	Hamš	Haš˳	š˳aH	hex˳y	NA	X˳äšX˳ä́š	NA	NA	NA	NA	NA	k'uraʡ	jéječ, q̃užúr	NA
208	МЯТА	ˤаждарбуц	нанә	заан	мята	šam	inc̄irt'a/HL		ʕẽmu/R	tizk'ul/R	íčíta/L	ečet	muqI/F	mešaHu	mečaXu	sam/M	sam	sam	sura	s̄̌aImúl	sarbá	NA	šüšé	uráj	NA	urúʔaj	NA	NA	č'Üdrí	šɨdɨ́q'	niʔi || ni:/H	muʔujä	nuʔje	č'ěrt'ěʕ	č'ürt'äʡ	lahá	püšnük || püšnik
209	ЛОПУХ	ба1	пытраг	хамхарти	хамхарти	ʕuméʕru	NA		NA	č'awar/R	č'ámára/L, hinná/H	q'oq'uLa ali|	NA	Himuq'a	NA	ẽmÜq'/M	emuq'	emuq'	ulc̄̌a	haq'úle	bisní, úrk̄i	pílq'i/R	palq˳̍I, ánRIli	parq'I	parq˳̍I	parʡ	perq˳ˈ	NA	p̃ärq˳ˈ	páq'Iul	NA	panq˳ˈIale	meg	kạ̈́läpätin	peq', Xalət'	Xalá	NA
210	КАМЫШ	эрз	гамыш	къомуш	къамуш	čalápi	c̄'uma/HL		c̄˳ˈani/HF	s'imi/HF	c'imá/HF	cũ	c'ũj/F	nuc'i	nic'u	čälä/L, ʕeč'	čala, ec'	čala	č'aIha, q̄amuš	č'áIHa	NA	č'éʔe/R	č'eʔ, nac'	q̄armíš|| q̄almíš	NA	q̄amíš	q̄amíš	NA	nac˳ˈ	nac'	nac'/H	nac'a	nac'	Gämiš	Gämiš	Gämíš	gešI
211	СОРНЯК	къух	алаг	чёп от	чоп, нас от	č'aH, holó-moč'ó	č'aXa/HL		ãč'are/HHL	č'aH/L	č'alXá/H	č'aHi	q'ija/LH, ãč'e/HL	eč'uri	oč'ili	ič'erö/ML	ic'ora	ĩč'ur	uIrk̄i urt̄u	ámqIa	č'ar	haIšám/H, č'al/R	ač'íl	č'al	č'al	č'al	ač'íl	NA	hač'ál	NA	ala/H	[same]	ala	alaR	dib	aláR	il
212	КРАПИВА	нитт	ҝиҹиткән	къычыткъан	къичиткъан	mic'	mic̄̌'i/L		mic̄'i/HL	mis'/L	č'ilú/H	mic̄̌a	mič/F	meča || meIča	meča	mič/M	mic	mič	miIč'	múc̄e	mač	warží/H	warǯí	merʒ̊	maIž	miǯ	miǯ	NA	werg	máGGul	maRa/H	maR˳a	maRa	meǯ	meǯ	mɨč'	mec̃̌
213	КОЛЮЧКА	к1охцал	тикан	тегенек	тегенек	Hurá	c̄'ana/HL		Xac̄'iL̄o/L	s'an/HL	c'aní/L	cani	boru/HL	t'it'ori	t'et'era	zaz/M, Xalo/H	zaz, Xalo	zɨza	c̄ac	c̄ác̄e	NA	ʒáʒa/H	zaz	zaz	zaz	zaz	zaz	NA	c̃az	zaz	tikan/H	[same]	tikan	tikan	tikän	tikyán	cac
214	КОЛЮЧЕЕ ТРАВЯНИСТОЕ РАСТЕНИЕ	к1охцал	тиканлы битки	тегенек от	тегенек от	žiž	XubXul/L		žaža/L	zaza/L	zazá/L	zaza	t'ot'u/HL	NA	t'et'u	t'it'o/H, birk'ili/H	t'it'o, birk'ali	t'ɨt'u	buIru	NA	cac	ʒaʒa	zaz	maIrk˳ˈ	maIrk˳ˈ	maIrk˳ˈ	merk˳ˈy	NA	c̃az	NA	zaza:/R	NA	zaza	tikan	tikänǯu-kul	tikyán	cac
215	ЯБЛОКО	ˤаж	алма	алма	алма	ʕič	inči/HL		ʕeče/HL	eš/H	míčí || mísči/H	eči	ẽš/F	heneš	iši || ʕiši	ẽš/M	es	ẽš	hič˳	ʕinc	aInš	waIč/R	wič	heč	hač	Hač	hič	NA	ič	eč	eč/H	NA	eč	jěč	ječ	mɨč	ešI
216	ГРУША	кхор	армуд	гьармут	армут	géni	hĩhĩ/H		maX̄aX̄o/H	hĩh˳/H	hĩhí/H	hĩha	hĩhe/LH	geni || gini	geni	geni/M	geni	hĩ	qIurt	gažin qIar, qIar	XIert	ǯaXIár/H	ǯiXír	ǯeXér	c̄̌iXIár	ǯeXér	ǯiXír	NA	q'al	XIɨr	ǯɨXIa:/H	ǯɨXIajä	ǯɨXIa	ǯüHür, č'ir	čöHür	bzɨ	ar
217	АБРИКОС	туьрк	әрик	кюреге	корага	kurúk'	Gurči/HF		kurak'e/HHR	k'uk'ul/H	k'uk'úl/H	k̄uk̄ul	k'urk'ul/LH	kurak	kurak	kurak/L	kurak	kurak	aqbazan	qurék̄a	áXbazan	mišmíš/H, GIajsí/R	mišmíš	NA	NA	mašmáš	mašmáš	NA	mašmáš	mašmáš, aXbázan	mašmaše/H	mašmaš	mašmaše	mišmiši	mišmiši	mašmašɨ́	ärik
218	виноград	камс	үзүм	юзюм	юзум	c'ibíl	č'ič'il/H		aqi/HL	aX/H	áXi/HL	aXi	oh/F	k'udi	k'udi	k'odo/H	k'odo	k'odo	(luIhi-)t'ut'i	t'ut'é	t'ummúl	t'umút'u/R	t'umút'	t'iwít'	NA	t'iwít'	t'ibít'	NA	üzǘm	t'ɨmɨ́l	t'umɨly || t'ɨmɨly/H	NA	t'ɨmɨly	üzüm	üzüm	k'ináz	t̃ul
219	АЛЫЧА	муьста хьач	алча	алыча	алича	q'irmádi	k'urk'ul		ʕĩs̄ipiq̄i/R	č'anč'ar/H	NA	ečejab k˳ank˳i	k'ik'arak'u/LR	k'ik'ili	k'ik'ili	t'iq'i/H	t'iq'i	t'iq'amali	k̄urmuz	NA	k'urk'úni	č'irí Xút̄u	NA	Xur	Xut	Xud	Xut̄	NA	č'ɨrɨ́n X˳ad	Xed	Xon/RH	NA	Xon	älčä	älčä	t'umból	RoR
220	СЛИВА	хьач	ҝавалы	кокан	кукан	kiláj	k'urk'ul/HL		K˳ak˳ani/HHL	K˳ank˳al/L	kokána/LH	k˳ank˳i	kukum/L	kukum	kukum	kiljäwri/L	kiljawri	kiljɵwri || kiliwari	K˳aIk˳an	c'uréri	kukám	Xút̄u/R	Xud	Xur	Xut	Xud	Xut̄	NA	X˳ad	gɨwáli	gawale/L	[same]	gawali	gäväli, Xed	t'ombul, Xed	gavalɨ́	damp̃ul
221	БАРБАРИС	муьстарг	зиринҹ	къатынтузлукъ	къатунтузлукъ	šonó	NA		šani/HL	san || san˳/H	L'et'ú/L	sani	zon/F	zin	zenu	sino/ML	sino	sɨnu	jaIt'ul sus	NA	ját̄uq'	s̊um ʒáʒa	s̊um zaz || ʒaʒ	NA	NA	NA	NA	NA	mert˳	sɨn	sɨna/LH	sɨna	suna	nurüj	c'unu	NA	NA
222	КИЗИЛ	NA	зоғал	чум	чум	s˳índi	NA		NA	NA	NA	NA	NA	NA	NA	šüldi/L	šüldi	šildi	NA	žunáw	zuq̄'ál	čimíl/H	či̭míl	čumél	žimíl	ǯimíl	čimíl	NA	čmal	zuq'Iál	zuq'Ial/H	[same]	zuq'Ial	ǯimē̌l	ǯuməl	zuq'ál	zoq̃al
223	МАЛИНА	NA	моруг	агъач юзюм	малина	kári	NA		rohi/RL, č'ãt'i/HL	g˳ab/L	NA	g˳abi	kem/L	ko	c'uda ki:	ordijo ɫe	žagi ordo	ər kãj	q'Iunuq'Ii	NA	g˳ácilin mam	ruRan zimz, Xamás/H	Xams	NA	NA	NA	NA	NA	fɨr	xur	xura/H	fɨra	xura	NA	gugli-tikän	NA	urusint̃ul
224	ЗЕМЛЯНИКА	NA	чијәләк	жиелек	джиелек	gárc'i	riGriGil/L		ažanaq̄e/HHHL	qermužuq'/R	qérbuši/HL	q'araL'i	xilbač/HL	k'icu	R˳ero	baL'a ɫe	baL'a ordo	hača kãj	q'Iunuq'Ii	NA	kal	nífGi/H	ulin niwq̄	NA	nuq'í	NA	NA	NA	neq̃í	niGGé	čiǧalaǧ/H	niq̄äj	čigalyag	čigäläk	čigäläg	NA	häImjä
225	ЯГОДА ШИПОВНИКА	ц1азам	итбурну	итбурун	итбурун	not'ó	hilmal/L, x̄˳oto/HL		miL'a/RL	č'is̄/L	č'is̄í/L	K'yes̄̌u	ẽL'u/HL	ʕiL'uq'a	iL'u || ʕiL'u	õL'o/M	oL'o	ə̃L'u	qanak'	derzbá X̄IuX̄I	húbəla	c'amc'ám/H	činč	k'uč'k'úč'aj	č'ilb	č'iIw	č'aIw	NA	ški	niGGé	k'ašk'ale/H	K'ašk'alä	k'ašk'ale	c'inc'äk˳ak˳aj	gile-qoHulu	NA	XIaje vard
226	ОРЕХ ГРЕЦКИЙ	б1ар 	гоз	къоз	къоз	č'onóL'-Honó, qíli	G˳aG˳al/H		ĩq'at'u/R	č'ink˳ˈ/L	c'ulí-beL'á/L-L	c'ulaL'a	q'iuq'Ile/HL	waqIar, hiLori, hiLi	waqi, hiLaRru	heLe/M, Xili/M	heLe, heLarRo	heLe, Xili	maq'ara, punduq'	qix̄˳	árqIut	Xífi/R, halmúqI/R	qif, amIúqi	Xew	XIaw	Xew	Xiw	NA	X˳äX, findɨ́X, q̃ark	Xik	Xek/H, finydɨq'/H	Xek, findɨq'	Xek, araq'I	äbɨrt, findɨr	abud	qɨcɨ́z, findíR	uq̃I, ereq̃
227	КОСТОЧКА	легнаш	тум	сюек	къум	boč'ón	gaga/L		miL̄'ara/R	han/H	raL'il	hani	humu/HL	ak'	ak'	k'ek'e/H	k'äk'ä	k'ɵ̃k'i	quhǎ	NA	boč'ón	dil/H, ganc/H	gil, kinc'	dil	XIaw	quwá	dil	NA	c̃il	NA	NA	jik'y	t'ilik'y/LH	k'äp	k'əp	ink'	c̃an
228	ЛУК	хох	соған	согъан	согъан	per	k'onča		šole	šaX˳/L	ánči/HL	k'yanča	šubolu/HHL	k'uraw	hohu	XaRo	XaRo	XeRu	čimus	č'i̥č'ák	jáIt'an-pil	gulu/R	gulí	gulú	č'i̥č'ák, q'Ian	č'ič'ák̄	č'ač'ák̄	NA	čč'eg	sípɨl, č'ič'	sipa:/L	sipa	sipa:	č'ič'ěk	č'ič'ek	č'ič'ák	šik̃lam
229	ЧЕСНОК	саьрмсекх	сарымсаг	самурсакъ	самурсакъ	niží-per	raži/HL		raži/HL	bal/L	lazí/L	raži	raži/HL	cek'madu	cek'damu	niži/M	nezi	niži	lač̄i	s̄úrge	láč̄i-pil	šérže/H	šarš	serg	serg	sarg	serg	NA	serg	ruXIúb	arna:/H	arna	arna:	sarg	sermisaR	xɨzɨ́n	ken
230	ГОРОХ	NA	нохуд	нухут	горох	holó	holi/HF		hali/HL	čanL hal/H-H, s'urel hal/H-H	hali/H	hac'ab hali	hel/F	hil	hilu	holo/M	holo	helu	qIuru	qára	čaq	naXút/R, Xar	Xar	Xar	Xur	Xar	Xur	NA	Xar	k'aX, Xar	Xara/H, syaǧa/H	Xara, sega	Xara, sega	naXut'	noXut	noXút'	noXud
231	СЕМЯ	х1у	тохум	урлукъ	урлукъ	muh	q'ir/F		mũhi/HL	hal/H	muhú/H	muhu	muhu/L	muhu	muh	muh/L	muh	muh	q̄almul k̄uk̄u	q'˳Iála udár	muh	udár/R	udár	ur	ud	ud	b˳q'ur	NA	jut̃ár	suk	dene/H	dene	dene	dän	dan	k'or	dänä
232	ЗЕРНО	ялта	тахыл	тирлик, ашлыкъ	урлукъ	buʕá	muGa/HL		L'os̄̌i/HL	ǯaǯa/H	ǯaǯá/H	NA	qeče/L	qIiči	qiči	müq'e/M	müq'e	muq'e	q̄ama	q'˳Ia	buq'	ruzí/H	NA	q'ir	q'ur	q'ur	NA	NA	taXɨ́l	jezúb	teXɨ́ly/L	taXɨly	taXɨly	NA	taXɨl	taXɨ́l	NA
233	СЕМЕНА (СОБИР.)	х1у-ш	тохум	урлукъ	урлукъ	xum	šen/H		mũhi	hũ:/H	huní/H	L'et'u/LH	ižu/LH, L'et'u/LH	ʕeži	haq'u	ižö/M	izo	ĩžu	handa	tum, q̄ama	ɬ̄˳in	tum/H, arx/H	tum, arx	tum	tum	tum	tum	NA	tɨm	túXum	dene	dene	dene	tum	tum	tum	cil
234	КОЛОС	кан	сүнбүл	будай баш	будайваш	t'or	rola/HF		L'ara/HL	a:/H	ára/H	ara	L'ala/H, ã:L'er/HL	L'ara	L'ila, aL'a	L'ora/M	L'ora	L'əra	č'ali	bek'	lok	daXInín k'ul	ǯaXInín k'ul	q'rán k'il	k'et'	k'et'	k'et'	NA	q'il	gɨt'	gɨt'y/R	gɨt'y	gɨt'y	q'ɨl	sümbül	k'il	sümbül
235	ОСТЬ	NA	ҝылчыг	къылчыкъ	къилчикъ	L'o	L'una/H		L̄'uni/H	L'ũ:/H	L'ũj/H	L'ũ	LaRa/H	LaRa	NA	Lä/FH	Lä	La	qala	xaxáre	NA	sumpíl/H	sumpil	tuz	t̄uz	t̄uz	tuz	NA	rigéj	ǧam	ǧam/H	ǧam	ǧam	GɨlčɨR	saččaX	c'a:z	q̃ɨlčiR
236	СОЛОМА	ча	саман (күләш)	салам	сума	Rulú, šum	sit'a/L		X˳ãX˳a/RL	XoXa/LH	XoXá/LH	X˳aX˳ar	sit'o/L	buldo	bužul	naXo/ML	naXo	noXu	c'ajnda, sun	ars̄ám	bálbu, s̄um	s̊um/H, lembe/H	s̊um, XirXíl	s̄um	sum	sum	sum	NA	sam	sum	som/H	som	som	lämbä, sum	ləmbə	sam	kološ
237	МЯКИНА	кегаш	пүфә	къувукъ	къувукъ	náku	nik̄u/H		nix̄o/RH	nik˳/H	Rubúla/H	nix̄˳a	jõXu/HL	noXu	noXu	q'i/FL	q'i	qutki	nax˳	nek̄˳	naX˳	nuq/H	niq˳, siq˳	neq˳	neq˳	neq˳	NA	NA	naR˳	dɨrɨ́X, naX˳	nyaq˳/H	nyaq˳, c'uqI	nyaq˳, c'uqI	c'ɨxɨn, nöX	noX	nuk, lämbä	neq
238	ПШЕНИЦА	к1а	буғда	будай	будай	roL	muGa		q̄'iru/HL	q'ew/L, c'ibaL'/L	q'erú/L, cibú-réL'u/LR-RH	q'eru, cibaL'ab	at'/F	at'/F	at'/F	qibo/M	qibo	qɨbə	lač'a	áć'e	qoqól, sot-bárci	daXIín/H	ǯaXIín	ʡak'	ek'y	ek'y	ek'én || ek'yan q'ur	NA	q̃ül, näX˳	Rɨl, q'ir, näXI˳	suk/L	suk	suk	Gul	Gul	li	arum
239	РОЖЬ	х1онц1	човдар	арыш будай	ариш будай	ugúb	čor/H		hagi:/HF	Roc/L	NA	nagyib	Ruč/F	NA	NA	č'öq'in/M	č'öq'in	č'öq'on	sus	s̄us̄úl	NA	sursúl/R	sursúl	s̄ül	sul, sülén q'ur	sul, sulén q'ur	sulín q'ur	NA	sil	sɨk'ɨly	sɨk'ɨly/H	sɨk'ɨly	sik'ɨl	silsil	sɨlsɨl	sɨ́lg-li	NA
240	ПРОСО	борц	дары	тари	тари	muč	beča/HL		miča/HL	boša/L	búča/L	boča	boča/HL	t'ewo	t'eg˳e	t'ugo/H	t'ugo	t'ugo	ši	mičé	t'uk'	dúk'u/H	duk'	duk'	duk'	duk'	duk'	NA	c̃ük'	dük'y	dik'y/H	dɨk'y	dik'y	čir	dan	t'a:r	t̃ajna
241	ОВЕС	кена	јулаф	сулу, ныха	сулу; ниха	čoróq'	niXa/L		niXa/L	niXa/L	níXa/L	niXa	niXa/HL	cibarLu	čibarLu	ajuz/H	suz	NA	niq˳Ia	c'alq'Ié	níHa	ǧarǧár/H	ǧarǧár	helčéxy	NA	jalčáx	alčax	NA	gerg	ǧárǧaly	ǧarǧar/H	ǧarǧar	ǧarǧar	välämɨr	velemir	gɨrgár	välämbür
242	ЯЧМЕНЬ	мукх	арпа	арпа	арпа	oq, bác'adab buʕá	burč'ina/H		uq̄a/H, muq'a/HL	beč'ĩ/HL	beč'ín/H, buʕá/H	beč'in, muja	maqa/H	maqa, maIw	maqa	õR/M, müq'e	müq'e	oh	qa, u	múqe	maXá, buq'	muX/R	muX	ǯarX, muX	žarX, muX	ǯarX	muX, meʔér	NA	mɨX	xɨt'	xɨt'a/HF	xɨt'a	xɨt'a	mɨX	muX	maqá	mu
243	МУКА	дама	ун	ун	ун	ʕat'	lens̄̌ur/HL		at'aL̄i/R	hat'/H	hat'í/HL	hat'a	kikku/HL	at'	at'	Hät't'ö/MH	hät'ijo	hat'u	iniq'ali	NA	k'un	XIuj/F	XIu	rax̌ú	x̌ur	x̌ar	XIur	NA	Xür	XIur	XIu/F	XIu	XIo	räHäǯ	raHaǯ	k'un	Xari
244	ТЕСТО	бод	хәмир	хамур	хамур	recéb	hat'i/HF		bacada at'aL̄i	hat'	hat'i	hat'a	ḁk'/F	q'uq'asi at'	roto	röte/M	rötö	rodo	inik'ma	gámga	XIéXImul	XIamír/R	Xamír	rax̌u	t'iší x̌ur	t'iší x̌ar	t'iší-XIur	NA	tüní	lɨzɨ́d	wunny̴e || wɨnny̴e/H	wɨnni	wudyne	Xämir, k'älk'äǯ	Xämir	Xämír	boq̃oj
245	ТОЛОКНО	цу	јулаф уну	къувут	къувут	t'eX	gun/H		raq'˳a/H	X̄ol/H	guní/L	X̄oli	k˳edo/HL	k'ori	q'˳ič'č'a, gude	ä̃Rö̃/M	äRö	ahu, lөgө	ini	NA	dác'on	kurúc'u/R	RIarábRIu k'˳aríc'	mus̄ú	musú	mussí	musú	NA	saw	su	q'awɨt/H, gurguma/H	gurguma	q'awut, gurguma	suv	roRu	psɨ	NA
246	СОЛОД	ко	маја	арпа салат	арпа салат	t'i	linni/HL		L'ini/HL	ĩ:/L	ĩʔĩ́/L	ĩ:/L	L'ẽ/L	L'e	L'e	L'i/FH	L'i	L'i	k'ut	NA	bok'	Gawút/H	RIarábRIu k'˳aríc'	mik'í	mik'í	mik'í	mik'í	NA	k'iʔ	q'eʔ	k'ɨ/H	k'ɨ	k'ɨ	sämäni	samani	sämäni	NA
247	ЖАРЕНОЕ ЗЕРНО	NA	говрулмуш тахыл	къызарылгъан будай	къизарилгъвн будай	č'er	L'imu/RF		L̄'ima/H	L'im/H	amá/H	L'emu	mihe/LH	maHu	mihi	k'ek'e/H	k'ek'e	k'ek'e	s̄̌i:s̄̌˳u	qúlq'e	laq'Iá ábut̄ub buq'	uwčí daXIín	k'˳aríc'	NA	q'u̥rč'áq'ur	ʡarč'áq'ur	NA	NA	jik̃ál	NA	NA	NA	NA	č'ěʕ	č'aXar	moR	NA
248	ХЛЕБ	бепиг	чөрәк	экмек	экмек	čed	Ran/L, karaki/L		ĩg˳ara/HHF	Lapa/H, Rã:/H	rezí, Raní/HL	tata	bataXu/HHL	magalu	magalu	bäbä/M, č'ädi/ML	bäbä, č'ädi	baba, čөde	č̄at', x̄uInt'uku, gurga	q̄Iuč̄, alq̄ún, q'ut'úr	X̄˳álli, panq'	ül/H	ül	ʡul, ǯar	guní	guní, baXt̄á	guní, baXt̄á	NA	fɨʔ	xɨw, fétir	ginej/H, fetir/L, kuka/h	ginej, fetir	gɨnej, fatir, kuka	fu, ǯeräräng, č'ět', k'uk', suvak'˳at'	fu, bukmə, k'uk'	pšä, buzó, joXá, k'uk'ú	šIum
249	ЧУДУ	ч1епалг	чуду	чуду	чуду	Hánturab čed	ingura/L		q̄'aq̄'a/RL	q'arq'a/H	q'abát'a/H	Xosana	bušne	magaLu	puršina	NA	NA	ẽduroLo	burki, čut̄u	azajné, buc'úk'a	abc'u X˳alli	c'ikáw/L, q'ačú/R, afár/L	c'ikáb, afár	k̄uk̄álaj, sak'íl, ac'úwaj	k̄uk̄álaj	k̄uk̄álaj, req̄ǘn	k'ak'úc'aj	NA	afár	gɨrc, gugálaj, p'ɨ́ri	kate/LH, k'it'ily/L	kate, k'it'il	k'et'uly	arfar || alfar	arfər, šurə	alfár	NA
250	МОЛОКО	шура	сүд	сют	сут	rax	s̄̌iwu/L		s̄o:/L	s̄ĩ:w/L	s̄ĩ:w/L	s̄̌u:	RIẽ/H	RIa	Ri:	hĩ/FL	hĩ	hĩ	nak'	NA	naIL'	ník̄i/F	ník̄	nek̄	nek̄	nek̄	nik̄	NA	nek	nek	nyak/H	nyak	nyak	juX	juX	al	muc̃̌Ia-naq
251	СЫВОРОТКА	морза	зәрдаб	нагь	нагь	ridí	Gerc̄'i/HL		ĩʔi/R, Xulus̄i/HHL, s̄̌ari/L	es'/H, s̄ara/L	hec'i/HL, s̄ára	heca	oc'/R, betaraX/HL	oc', biL	akli	niʔa/M	niʔa	nɨʔa	žit	NA	meI, X̄urút, teré-naIL'	maIh/F, с̊'aIh/F	meh, с̊'eh	meH, c'ux	maH, č'˳aH	mäH, č'˳aH	meh, c'ux	mäH, č'˳äH	č'˳eh, meh	XIadáXIul	arXIane/H	alXIanä	arXIane	měʕ, c'uH	meʕ	sɨg	naq, oXIajil
252	МОЛОЗИВО	NA	ағуз	увуз	увуз	rúXi	c̄'iru/L		c̄'iri/L	s'ed˳/L	c'irú/L	ce:	cẽ/L	co	či:	ca/M	ca	caj	č'u:	za	pic'	ʒaw/H	c̄aw	t̄aʡ	t̄aʕ	t̄äʡ	t̄eʔ	NA	t̃an	daʔ	aRɨz/H	aRɨz	aRɨz	aRɨz	kələkə	aRɨ́z	c̃̌Iaji
253	СЛИВОЧНОЕ МАСЛО	налха	кәрә јағы	кама	кІеме	naH	LurLa/LH		ĩX˳a/HL	LiL/R	LíLi/L	aLa	LoIɬ/H	riɬ	čečej	reɬ/M	reɬ	q'araki, reɬ	nah	agála, nerX̄	inX	k'amú/F, ǯaIm/H	k'amú, c̄̌im	ifál, nerX	ifál, c̄̌aIm	ifál, c̄̌aIm	ifál, c̄̌em	c̄̌am	t'˳edR˳ä́r, c̃̌em	XIarád, dadR˳Iár, jɨc'ɨ́d XIarád	xɨnya:ly/L, q'ɨš/H	xɨnyawaly, q'ɨš	xɨnya:ly, q'ɨš	cěm	Harəǯ	mic, k'éndä mic, kumá mic	c̃̌äjin
254	СМЕТАНА	т1о	хама	къаймакъ	къаймакъ	t'oráx	lel/F		k'˳abi/H	k'˳ab	ánta/HL	k'˳abi	L'uru/L	L'uIru	tetu	toto/L	toto	tədu	bart	k'úme	harq	XaX/H	XaX	k'am, XaX	k'um, Xašál || X˳ašál	k'um	k'um	NA	c̄̌ar	ǯar	aq'˳a/H	aq'˳a, gɨžɨwa	aq'˳a, gɨǯa:	Gäjmäq'	Gejmeq', məst	ǯar	muc̃̌Ianaqin čIo
255	СЫР	нехча	пендир	бишлакъ	бишлакъ	níšu Han, Han	iso/L, č'ami/HL		iša/L, q̄'˳ačara/HHF	s̄araL isa, ĩsa/L || isa/L	isá/L, q'ut'ún/H	insa, hecaLa insa	k'oro, ẽzu/HL	akri, izu, aX, Xuri	ižu, cen	mägäš/M, k'imä/H, õzo/L	magaš, k'ima, ozo	k'ima, magaš k'ima, ө̃zu	nisul, nis	magáš, nis̄íja	nosó, múrtəla, magáš	magáš/L, níssi/R	meh-nis, nis	mutál, nis̄	magáš, nis	mutál, magáš, nis	murtál, nis	NA	mɨk̃áš, nisí	magɨ́š, nisé	šor/H, magaš/H, nis̄e/HF	šor, magaš, nis̄ej	šor, magaš, nis̄e	nisi || nissi	nusu	šor, eng	šIor, Rusmi
256	МЯСО	жижиг	әт	эт	эт	han	riL'i/L		riL̄'i/L	jiL'/L	reL'í/L	riL'i	liL/F	reL	Xu	Xo/M	Xo	Xo	dik'	dig	aL'	ják̄a/H	jik̄	jak̄	jak̄	jak̄	jik̄	NA	jak	jak	čuru/L	čuroj	čuru	jěk, ǯirim, širvä	jək	lɨk̃á	jeq̃l
257	ЖИР (ЧАСТЬ ЖИВОТНОГО)	мохь	май, май, яв, яв	май, май, яв, яв	яв, пий, май; яв	L'aráti, reh, t'át'i	sosi/HL		hane/L	ɬan/L	ɬani/L	ɬana	mu/R	mo	miʔi, mihi	mäHä/L, coco/L	mähä, coco	maʔa, cəcu	maj	XIúle	maj, tenné	XIul/H, dárc̄a/H	XIul, dárc̄	x̌ul, mut'úlaj	maw, mut'úla, jaX	maw, mut'úlaj, jaX˳	maw, darc	NA	maʔ, q'ɨš, q'ac'ír	maʔ, jɨXI	maʔa/H, jɨXI/H, čoz/L, Xɨmɨly/L	maʔ, jɨXI, čoz	maʔ, jɨXI, Xɨmɨly	mäʔ	maʔ	mi	bošin c̃̌äjin
258	БУЛЬОН	чорпа	булјон, әт сују	шорпа	шорпа	ʕáʕu	kos̄̌i/HL		q'a:/H	a:/RL	aj/H	a:	joq'u/HL	čorpa, joq'u	čorpa, joq'u	jãq'o/RHH	jãq'o	jeq'u	naq'	NA	diq'	ríq'i/R, šurpá	ǯük, šurpá	riq'	riq'	raq'	raq'	NA	c'ɨs	rɨq'	jɨq'/H	jɨq'	jɨq'	širväǯxäd	xixi	zeR	jeq̃Iej-Xe
